,0,1
2120,"parial, rawalpindi, rawalpindi, punjab, pakistan","['Parial, Rawalpindi, Punjab, Pakistan', 0.0, 33.2517789, 72.811666]"
2121,"pasrur 1, pasrur, sialkot, punjab, pakistan","['1 Pasrur Bypass, Sialkot, Punjab, Pakistan', 0.0, 32.4611153, 74.5353433]"
2122,"pasrur 2, pasrur, sialkot, punjab, pakistan","['Street #2, Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2603879, 74.66173119999999]"
2123,"pasrur 2, pasrur, narowal, punjab, pakistan","['Street #2, Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2603879, 74.66173119999999]"
2124,"patti daya chock, kot addu, muzaffargarh, punjab, pakistan","['Kot Addu, Muzaffargarh, Punjab, Pakistan', 0.0, 30.4685082, 70.96062409999999]"
2125,"pattoki 1, pattoki, kasur, punjab, pakistan","['Pattoki Railway Station, Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0191779, 73.8538736]"
2126,"pattoki 2, pattoki, kasur, punjab, pakistan","['Billa Chowk, Raheem Rehman Colony، 2 Pattoki - Raiwind Rd, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan', 0.0, 31.16838, 74.1088094]"
2127,"pattoki 3, pattoki, kasur, punjab, pakistan","['Pattoki Railway Station, Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0191779, 73.8538736]"
2128,"paur miana, hasan abdal, attock, punjab, pakistan","['Hassan Abdal, Attock, Punjab, Pakistan', 0.0, 33.8210214, 72.6800204]"
2129,"pensara, faisalabad sadar, faisalabad, punjab, pakistan","['Faisalabad Saddar, Faisalabad, Punjab, Pakistan', 0.0, 31.4249914, 73.111356]"
2130,"peopels colony, vehari, vehari, punjab, pakistan","['Peoples Colony, Vehari, Vehari وہاڑی, Punjab, Pakistan', 0.0, 30.0364188, 72.3355529]"
2131,"peoples colony no 1 block c, faisalabad city, faisalabad, punjab, pakistan","[""Block C People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.4075586, 73.115782]"
2132,"peoples colony no 1 block d, faisalabad city, faisalabad, punjab, pakistan","[""Block D People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.40398759999999, 73.1098806]"
2133,"peoples colony no 2 block c, faisalabad city, faisalabad, punjab, pakistan","[""Block C People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.4083508, 73.1152288]"
2134,"peplan urban, piplan, mianwali, punjab, pakistan","['Piplan, Mianwali, Punjab, Pakistan', 0.0, 32.2814011, 71.3646236]"
2135,"pertab naghar, faisalabad city, faisalabad, punjab, pakistan","['Partab Nagar, Faisalabad, Punjab, Pakistan', 0.0, 31.4106807, 73.0645085]"
2136,"phagwari, murree, rawalpindi, punjab, pakistan","['Phagwari, Rawalpindi, Punjab, Pakistan', 0.0, 33.9820147, 73.4975656]"
2137,"phagwari, shakargarh, narowal, punjab, pakistan","['Phagwari, Narowal, Punjab, Pakistan', 0.0, 32.2326597, 75.20998209999999]"
2138,"phalyani, pattoki, kasur, punjab, pakistan","['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0249373, 73.8479128]"
2139,"philloke kalan, nowshera virkan, gujranwala, punjab, pakistan","['Nowshera Virkan, Gujranwala, Punjab, Pakistan', 0.0, 31.96295739999999, 73.97418739999999]"
2140,"phobra forat abbas, fortabbas, bahawalnagar, punjab, pakistan","['Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.0990401, 72.61511689999999]"
2141,"phoklian, sialkot, sialkot, punjab, pakistan","['Phukleān, Sialkot, Punjab, Pakistan', 0.0, 32.7371047, 74.6077359]"
2142,"phullan toli kalan, depalpur, okara, punjab, pakistan","['Phullan Toli Kalan, Okara, Punjab, Pakistan', 0.0, 30.6219119, 73.88454]"
2143,"phulray syedan, sohawa, jhelum, punjab, pakistan","['Tehsil sohawa,Distt Jhelum، Sohawa, Jhelum, Punjab 49600, Pakistan', 0.0, 33.117128, 73.4149468]"
2144,"pichoke, pasrur, sialkot, punjab, pakistan","['Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2625241, 74.6576091]"
2145,"pinakh, gujranwala, gujranwala, punjab, pakistan","['Papnakha, Gujranwala, Punjab, Pakistan', 0.0, 32.1695649, 74.06379299999999]"
2146,"pind mattay khan, sohawa, jhelum, punjab, pakistan","['Grand Trunk Rd, Jhelum, Punjab, Pakistan', 0.0, 33.1634255, 73.3874374]"
2147,"pindi khokharan, sialkot, sialkot, punjab, pakistan","['Pindi, Sialkot, Punjab, Pakistan', 0.0, 32.6627012, 74.5060445]"
2148,"pindi sheikh musa, tandlian wala, faisalabad, punjab, pakistan","['Pindi Shaikh Musa, Faisalabad, Punjab, Pakistan', 0.0, 30.9397501, 73.1615127]"
2149,"pindi syed pur, pind dadan khan, jhelum, punjab, pakistan","['Syed Pur, Faisalabad, Punjab, Pakistan', 0.0, 31.5189566, 72.951224]"
2150,"pindora, rawalpindi, rawalpindi, punjab, pakistan","['Pindora, Rawalpindi, Punjab, Pakistan', 0.0, 33.6497937, 73.0685665]"
2151,"pindori kalan, wazirabad, gujranwala, punjab, pakistan","['Nat Kalan, Gujranwala, Punjab, Pakistan', 0.0, 32.3078657, 74.172438]"
2152,"pipals colony, multan city, multan, punjab, pakistan","['Bahauddin Zakariya University, Multan, Punjab, Pakistan', 0.0, 30.2648332, 71.5068769]"
2153,"pipals colony no 1 block b, faisalabad city, faisalabad, punjab, pakistan","[""Block B People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.4087387, 73.103979]"
2154,"pipals colony no 2  block  ab, faisalabad city, faisalabad, punjab, pakistan","['Faisalabad, Punjab, Pakistan', 0.0, 31.45036619999999, 73.13496049999999]"
2155,"pir bakhsh sharqi, rajanpur, rajanpur, punjab, pakistan","['Rajanpur, Punjab, Pakistan', 0.0, 29.375, 70.50277779999999]"
2156,"pir ghar chishti, minchinabad, bahawalnagar, punjab, pakistan","['Pir Ghar, Bahawalnagar, Punjab, Pakistan', 0.0, 30.1961574, 73.63301659999999]"
2157,"pir sadar deen, arif wala, pakpattan, punjab, pakistan","['Pir Sadruddin Rd, Chak Pir Saddar-ud-Din, Chak 11-EB, Arifwala, 57450, Pakistan', 0.0, 30.2835039, 73.1741986]"
2158,"pir wala, jhang, jhang, punjab, pakistan","['Pir Wala, Jhang, Punjab, Pakistan', 0.0, 31.0285039, 72.2793093]"
2159,"pirh fathaal, tala gang, chakwal, punjab, pakistan","['Talagang, Chakwal, Punjab, Pakistan', 0.0, 32.917193, 72.40806049999999]"
2160,"pirwadhai, rawalpindi, rawalpindi, punjab, pakistan","['Pirwadhai, Rawalpindi, Punjab, Pakistan', 0.0, 33.6297664, 73.0420036]"
2161,"pital kot adu, kot addu, muzaffargarh, punjab, pakistan","['Kot Addu, Muzaffargarh, Punjab, Pakistan', 0.0, 30.4685082, 70.96062409999999]"
2162,"plaural kalan, sialkot, sialkot, punjab, pakistan","['Sialkot, Punjab, Pakistan', 0.0, 32.4944991, 74.5228916]"
2163,"plot no. 57/4, kamalia, toba tek singh, punjab, pakistan","['Kamalia, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7221821, 72.64468289999999]"
2164,"porana bhalwal, bhalwal, sargodha, punjab, pakistan","[', Punjab, Pakistan', 0.0, 32.2704004, 72.8764422]"
