,UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape,UC Match with Returned Address in Google API,Tehsil Match,District Match,fuzzyUC,fuzzyTehsil,fuzzyDistrict,Manaual Tehsil,Manaual District,crossMatchTehsil,crossMatchDistrict
2308,sant sangahwala, faisalabad city, faisalabad,,"['Sant Singh Wala Faisalabad, Punjab, Pakistan', 0.0, 31.443812, 73.1120936]",chak no. 197,faisalabad saddar,faisalabad,False,False,True,67,69,100,faisalabad city,faisalabad,False,True
2309,santal, gujrat, gujrat,,"['Santal, Gujrat, Punjab, Pakistan', 0.0, 32.7295349, 74.1929853]",bhagowal kal,gujrat,gujrat,True,True,True,83,100,100,gujrat,gujrat,True,True
2310,santeeka, bahawalnagar, bahawalnagar,,"['Santeka, Bahawalnagar, Punjab, Pakistan', 0.0, 30.043481, 73.13643569999999]",roojhana wal,bahawalnagar,bahawalnagar,False,True,True,86,100,100,bahawalnagar,bahawalnagar,True,True
2311,santha sarola, kotli sattian, rawalpindi,,"['Kotli Sattian, Rawalpindi, Punjab 47260, Pakistan', 0.0, 33.8360351, 73.53562579999999]",None,kotli sattian tehsil,rawalpindi,False,False,True,31,93,100,kotli sattian tehsil,rawalpindi,True,True
2312,sarai nowshehra, pattoki, kasur,,"['Nowshera, Khyber Pakhtunkhwa, Pakistan', 0.0, 34.0104643, 71.9875531]",Not Found,Not Found,Not Found,False,False,False,88,25,33,pattoki,kasur,False,False
2313,sarashta thal jhandi, leiah, leiah,,"['Jhandi, Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.7225, 70.1361111]",fazila kach,de-excluded area d.g khan,dera ghazi khan,False,False,False,83,33,33,layyah,layyah,False,False
2314,saray alam gir 1, sarai alamgir, gujrat,,"['Street 1, Khuhar Village, Gujrat, Punjab, Pakistan', 0.0, 32.8070703, 73.6429594]",khokhar,sarai alamgir,gujrat,False,True,True,38,100,100,sarai alamgir,gujrat,True,True
2315,saray alam gir 2, sarai alamgir, gujrat,,"['2nd St, Khanpur Khamb, Gujrat, Punjab, Pakistan', 0.0, 32.8863551, 73.72618050000001]",sarai alamgi,sarai alamgir,gujrat,False,True,True,17,100,100,sarai alamgir,gujrat,True,True
2316,saray kala, taxila, rawalpindi,,"['Al-Malik Plaza, GT Rd, Faisal Shaheed Rd Chowk, Sarai Kala, Taxila, Rawalpindi, Punjab 47080, Pakistan', 0.0, 33.7373478, 72.7993996]",None,taxila tehsil,rawalpindi,False,False,True,40,86,100,taxila tehsil,rawalpindi,True,True
2317,saray sultan, data gb town, lahore,,"['Naulakha, Lahore, Punjab 54000, Pakistan', 0.0, 31.5789353, 74.3301034]",sare sultan,lahore,lahore,False,False,True,40,17,100,lahore,lahore,True,True
2318,saray sultan, lahore city, lahore,,"['Naulakha, Lahore, Punjab 54000, Pakistan', 0.0, 31.5789353, 74.3301034]",sare sultan,lahore,lahore,False,False,True,40,100,100,lahor,lahore,False,True
2319,sarfaraz colony, faisalabad city, faisalabad,,"['Sarfraz Colony Faisalabad, Punjab, Pakistan', 0.0, 31.396347, 73.09010909999999]",faisalabad c,faisalabad city,faisalabad,False,True,True,80,100,100,faisalabad city,faisalabad,True,True
2320,sargodha cannt 1, sargodha, sargodha,,[],Not Found,Not Found,Not Found,False,False,False,-1,33,33,sargodha,sargodha,False,False
2321,sargodha cannt 2, sargodha, sargodha,,"['1, A Officers Colony, Sargodha, Punjab, Pakistan', 0.0, 32.054163, 72.70041739999999]",40 nb,sargodha,sargodha,False,True,True,0,100,100,sargodha,sargodha,True,True
2322,sargodha m-c 1, sargodha, sargodha,,"['University Road, Sargodha, Punjab, Pakistan', 0.0, 32.0779156, 72.6724711]",52 sb,sargodha,sargodha,False,True,True,21,100,100,sargodha,sargodha,True,True
2323,sargodha m-c 10, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2324,sargodha m-c 11, sargodha, sargodha,,"['Alif Chowk, Queens Rd, Mansoorabad, Sargodha, Punjab, Pakistan', 0.0, 32.0624787, 72.68328439999999]",40 nb,sargodha,sargodha,False,True,True,10,100,100,sargodha,sargodha,True,True
2325,sargodha m-c 12, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2326,sargodha m-c 13, sargodha, sargodha,,"['Alif Chowk, Queens Rd, Mansoorabad, Sargodha, Punjab, Pakistan', 0.0, 32.0624787, 72.68328439999999]",40 nb,sargodha,sargodha,False,True,True,10,100,100,sargodha,sargodha,True,True
2327,sargodha m-c 14, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2328,sargodha m-c 2, sargodha, sargodha,,"['Faisal Bazar Rd, Faisal Bazar, Block 2, Sargodha, Punjab, Pakistan', 0.0, 32.0875364, 72.6657235]",52 sb,sargodha,sargodha,False,True,True,29,100,100,sargodha,sargodha,True,True
2329,sargodha m-c 3, sargodha, sargodha,,"['3, A Officers Colony, Sargodha, Punjab, Pakistan', 0.0, 32.0527408, 72.6992441]",40 nb,sargodha,sargodha,False,True,True,100,100,100,sargodha,sargodha,True,True
2330,sargodha m-c 5, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2331,sargodha m-c15, sargodha, sargodha,,"['University Road, Sargodha, Punjab 40100, Pakistan', 0.0, 32.0737224, 72.68040069999999]",52 sb,sargodha,sargodha,False,True,True,21,100,100,sargodha,sargodha,True,True
2332,sargodha m-c17, sargodha, sargodha,,"['University Road, Sargodha, Punjab 40100, Pakistan', 0.0, 32.0737224, 72.68040069999999]",52 sb,sargodha,sargodha,False,True,True,21,100,100,sargodha,sargodha,True,True
2333,sargodha m-c18, sargodha, sargodha,,"['University Road, Sargodha, Punjab 40100, Pakistan', 0.0, 32.0737224, 72.68040069999999]",52 sb,sargodha,sargodha,False,True,True,21,100,100,sargodha,sargodha,True,True
2334,sargodha m.c 19, sargodha, sargodha,,"['University Road, Sargodha, Punjab 40100, Pakistan', 0.0, 32.0737224, 72.68040069999999]",52 sb,sargodha,sargodha,False,True,True,20,100,100,sargodha,sargodha,True,True
2335,sargodha m.c 21, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2336,sargodha m.c 6, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2337,sargodha m.c 7, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2338,sargodha m.c 8, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2339,sargodha m.c 9, sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha,False,True,True,88,100,100,sargodha,sargodha,True,True
2340,sarjal, zafarwal, narowal,,"['Sarjal, Narowal, Punjab, Pakistan', 0.0, 32.2621063, 74.9420667]",narowal - 1,narowal,narowal,True,False,True,83,71,100,daska,narowal,False,True
2341,sehal, rawalpindi, rawalpindi,,"['Sihal, Rawalpindi, Punjab, Pakistan', 0.0, 33.3566125, 72.8308692]",None,rawalpindi tehsil,rawalpindi,False,False,True,60,91,100,rawalpindi tehsil,rawalpindi,True,True
2342,sehjra, kasur, kasur,,"['Sehjra, Kasur, Punjab, Pakistan', 0.0, 31.1201886, 74.6195474]",sahgerah,kasur,kasur,True,True,True,83,100,100,kasur,kasur,True,True
2343,sehr high kalan, kasur, kasur,,"['Kasur, Punjab, Pakistan', 0.0, 31.1178653, 74.4408385]",maan,kasur,kasur,False,True,True,20,100,100,kasur,kasur,True,True
2344,sengari, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,True,True,29,100,100,shakargarh,narowal,True,True
2345,sensra goraya, gujranwala, gujranwala,,"['Gujranwala, Punjab, Pakistan', 0.0, 32.1876919, 74.1944529]",gujranwala c,gujranwala city,gujranwala,False,False,True,40,91,100,gujranwala city,gujranwala,True,True
2346,sensra goraya, khiali shah pur town, gujranwala,,"['Sensra, Punjab 143102, India', 0.0, 31.7752376, 74.82439389999999]",Not Found,Not Found,Not Found,False,False,False,83,33,22,gujranwala saddar,gujranwala,False,False
2347,settelite town, burewala, vehari,,"['Satellite Town, Sargodha, Punjab, Pakistan', 0.0, 32.0826545, 72.6890255]",52 sb,sargodha,sargodha,False,False,False,71,25,29,burewala,vehari,False,False
2348,settelite town, chiniot, chiniot,,"['Satellite town, Chiniot, Jhang, Punjab, Pakistan', 0.0, 31.7080638, 72.9881305]",mathruma,chiniot,chiniot,False,True,True,79,100,100,chiniot,chiniot,True,True
2349,settelite town, jhang, jhang,,"['Satellite Town Naya Shehar, Jhang, Punjab, Pakistan', 0.0, 31.2611331, 72.3562713]",kot sai singh,jhang,jhang,False,True,True,71,100,100,jhang,jhang,True,True
2350,settelite town, rawalpindi, rawalpindi,,"['Satellite Town, Rawalpindi, Punjab, Pakistan', 0.0, 33.6400813, 73.0670909]",None,rawalpindi tehsil,rawalpindi,False,False,True,71,91,100,rawalpindi tehsil,rawalpindi,True,True
2351,shadab colony, faisalabad city, faisalabad,,"['Shadab Colony, Faisalabad, Punjab, Pakistan', 0.0, 31.4056897, 73.0353623]",faisalabad c,faisalabad city,faisalabad,True,True,True,85,100,100,faisalabad city,faisalabad,True,True
2352,shadi pura, lahore city, lahore,,"['Shadi Pura Lahore, Punjab, Pakistan', 0.0, 31.5991693, 74.4049283]",muslim abad,lahore,lahore,True,False,True,80,100,100,lahor,lahore,False,True
2353,shadi pura, wahga town, lahore,,"['Shadi Pura Lahore, Punjab, Pakistan', 0.0, 31.5991693, 74.4049283]",muslim abad,lahore,lahore,True,False,True,80,33,100,lahore,lahore,True,True
2354,shadman colony, multan city, multan,,"['Shadman Colony Gillani Colony, Multan, Punjab, Pakistan', 0.0, 30.19745399999999, 71.441068]",almdi sura,multan city,multan,True,True,True,86,100,100,multan city,multan,True,True
2355,shah bilawal, nankana sahib, nankana sahib,,"['Village Shah Bilawal Post Office Syedwala Tehsil and District Nankana Sahib, Syedwala, 54000, Pakistan', 0.0, 31.131707, 73.45308700000001]",shah bhulwal,nankana sahib,sheikhupura,True,True,False,83,100,27,nankana sahib,sheikhupura,True,True
2356,shah chan chiragh, rawalpindi, rawalpindi,,"['Sarafa Bazar Rd, Shan Chan Chiragh, Rawalpindi, Punjab 46000, Pakistan', 0.0, 33.6183271, 73.05918129999999]",waris khan,rawalpindi tehsil,rawalpindi,False,False,True,27,91,100,rawalpindi tehsil,rawalpindi,True,True
2357,shah jeona, jhang, jhang,,"['Shah Jeewna, Jhang, Punjab, Pakistan', 0.0, 31.5202906, 72.3399927]",shah jeewana,jhang,jhang,False,True,True,70,100,100,jhang,jhang,True,True
2358,shah kamal uc, samanabad town, lahore,,"['Ghazali Rd, Samanabad, Samanabad Town, Lahore, Punjab 54570, Pakistan', 0.0, 31.5346277, 74.30440260000002]",shah kamal,lahore,lahore,False,False,True,50,17,100,lahore,lahore,True,True
2359,shah nawaz khan wala, depalpur, okara,,"['Shahnawaz, Okara, Punjab, Pakistan', 0.0, 30.5431687, 73.5561]",pandat manph,depalpur,okara,False,True,True,89,100,100,depalpur,okara,True,True
2360,shah pur kanjra, allama iqbal town, lahore,,"['Shahpur Kanjra, Lahore, Punjab, Pakistan', 0.0, 31.4634873, 74.2047256]",shahpur,lahore,lahore,False,False,True,86,33,100,lahore,lahore,True,True
2361,shah pur kanjra, lahore city, lahore,,"['Shahpur Kanjra, Lahore, Punjab, Pakistan', 0.0, 31.4634873, 74.2047256]",shahpur,lahore,lahore,False,False,True,86,100,100,lahor,lahore,False,True
2362,shah pur shehr, shahpur, sargodha,,"['Shahpur Saddar, Sargodha, Punjab, Pakistan', 0.0, 32.2575618, 72.467236]",bakhar bar,shahpur,sargodha,False,True,True,57,100,100,shahpur,sargodha,True,True
2363,shah pur uc, allam iqbal town, lahore,,"['Shahpur, Sargodha, Punjab, Pakistan', 0.0, 32.2877732, 72.4287734]",sandral,khushab,khushab,False,False,False,86,14,14,lahore,lahore,False,False
2364,shah risal, multan city, multan,,"['Shah St, Gharibabad, Multan, Punjab, Pakistan', 0.0, 30.1705609, 71.4333664]",rangeel pur,multan city,multan,False,True,True,57,100,100,multan city,multan,True,True
2365,shah rukan alam colony, multan city, multan,,"['Shah Rukn-e-Alam Colony, Shah Rukn E Alam Housing Scheme, Multan, Punjab, Pakistan', 0.0, 30.1915001, 71.51007659999999]",bhaini,multan city,multan,False,True,True,73,100,100,multan city,multan,True,True
2366,shah syedan 7, sialkot, sialkot,,"['Sialkot, Punjab, Pakistan', 0.0, 32.4908785, 74.5359835]",hundal,sialkot,sialkot,False,True,True,14,100,100,sialkot,sialkot,True,True
2367,shah wali, rojhan, rajanpur,,"['Shahwali, Rajanpur, Punjab, Pakistan', 0.0, 28.5004008, 69.7331607]",rojhan,rojhan,rajanpur,False,True,True,88,100,100,rojhan,rajanpur,True,True
2368,shahab pura 14, sialkot, sialkot,,"['Shahab Pura Rd, Sialkot, Punjab, Pakistan', 0.0, 32.4868658, 74.5227975]",hundal,sialkot,sialkot,False,True,True,71,100,100,sialkot,sialkot,True,True
2369,shahdara town, lahore city, lahore,,"['Shahdara Town, Lahore, Punjab, Pakistan', 0.0, 31.6276503, 74.2824862]",kot mohibbu,lahore,lahore,True,False,True,85,100,100,lahor,lahore,False,True
2370,shahdara uc, ravi town, lahore,,[],Not Found,Not Found,Not Found,False,False,False,-1,35,29,lahore,lahore,False,False
2371,shahedanwali, mandi bahauddin, mandi bahauddin,,"['Shaheedanwali, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.61230370000001, 73.53143659999999]",sohawa bolan,mandi bahauddin,mandi bahauddin,False,True,True,92,100,100,mandi bahauddin,mandi bahauddin,True,True
2372,shahr sultan, jatoi, muzaffargarh,,"['Jatoi - Shehr Sultan Rd, Shaher Sultan, Muzaffargarh, Punjab, Pakistan', 0.0, 29.5733337, 71.0116199]",jhalarian,jatoi,muzaffargarh,False,True,True,75,100,100,jatoi,muzaffargarh,True,True
2373,shahrrai saidullah, fateh jang, attock,,"['Fateh Jang, Attock, Punjab, Pakistan', 0.0, 33.5672929, 72.6505957]",galli jagir,fatehjang,attock,False,False,True,40,89,100,fatehjang,attock,True,True
2374,shaidani, liaquat pur, rahim yar khan,,"['Liāqatpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.9393979, 70.9487357]",chak no 042/abs,liaquat pur,rahim yar khan,False,True,True,25,100,100,liaquat pur,rahim yar khan,True,True
2375,shakar ghar 1, shaker garh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,False,True,73,80,100,shakargarh,narowal,True,True
2376,shakar ghar 1, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,True,True,73,100,100,shakargarh,narowal,True,True
2377,shakar ghar 2, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,True,True,73,100,100,shakargarh,narowal,True,True
2378,shakar ghar 2, shaker garh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,False,True,73,80,100,shakargarh,narowal,True,True
2379,shakar ghar 3, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,True,True,73,100,100,shakargarh,narowal,True,True
2380,shakar ghar 3, shaker garh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,False,True,73,80,100,shakargarh,narowal,True,True
2381,shakrial, rawalpindi, rawalpindi,,"['Shakrial Rawalpindi, Punjab 46000, Pakistan', 0.0, 33.6267035, 73.1037066]",None,rawalpindi tehsil,rawalpindi,True,False,True,88,91,100,rawalpindi tehsil,rawalpindi,True,True
2382,shamali khan pur, muzaffargarh, muzaffargarh,,"['Khanpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.6331825, 70.6573694]",neel garh,khanpur,rahim yar khan,False,False,False,86,29,31,muzaffargarh,muzaffargarh,False,False
2383,shamasabad, faisalabad city, faisalabad,,"['Shamsabad, Chiniot, Punjab, Pakistan', 0.0, 31.4895832, 72.80280239999999]",chak 195,bhawana,chiniot,False,False,False,89,43,14,faisalabad city,faisalabad,False,False
2384,shamasabad colony, multan city, multan,,"['Shamsabad Colony Multan, Punjab, Pakistan', 0.0, 30.2068934, 71.48110439999999]",taraf mubarik doim,multan city,multan,False,True,True,82,100,100,multan city,multan,True,True
2385,shamke bhattian uc, allam iqbal town, lahore,,"['Shamkay Bhattian، Pakistan', 0.0, 31.3292406, 74.1013522]",shamke bhattian,lahore,lahore,False,False,True,72,33,100,lahore,lahore,True,True
2386,shamke bhattian uc, allama iqbal town, lahore,,"['Shamkay Bhattian، Pakistan', 0.0, 31.3292406, 74.1013522]",shamke bhattian,lahore,lahore,False,False,True,72,33,100,lahore,lahore,True,True
2387,shamki bhattian, lahore city, lahore,,"['Multan Rd, Sham ki Bhattian, Lahore, Punjab, Pakistan', 0.0, 31.32257999999999, 74.09843]",shamke bhattian,lahore,lahore,False,False,True,33,100,100,lahor,lahore,False,True
2388,sharaqpur, ferozewala, sheikhupura,,"['Sharaqpur, Sheikhupura, Punjab, Pakistan', 0.0, 31.4632106, 74.103441]",sehjowal,ferozewala,sheikhupura,True,True,True,89,100,100,ferozewala,sheikhupura,True,True
2389,sharif abad, ahmadpur sial, jhang,,"['Sharifabad, Jhang, Punjab, Pakistan', 0.0, 30.9349543, 71.91493969999999]",sharifabad,ahmedpur sial,jhang,False,False,True,90,92,100,ahmedpur sial,jhang,True,True
2390,sharif abad, vehari, vehari,,"['Sharifabad, Vehari, Punjab, Pakistan', 0.0, 30.0204984, 72.587026]",495/eb,burewala,vehari,False,False,True,90,29,100,vehari,vehari,False,True
2391,sharif pura, faisalabad city, faisalabad,,"['Hussania Rd, Faisalabad, Punjab, Pakistan', 0.0, 31.452645, 73.0578221]",chak no. 195,faisalabad saddar,faisalabad,False,False,True,40,69,100,faisalabad city,faisalabad,False,True
2392,sharif pura, multan city, multan,,"['Sharif Pura Multan, Punjab, Pakistan', 0.0, 30.1889997, 71.5000601]",taraf mubarik doim,multan city,multan,True,True,True,82,100,100,multan city,multan,True,True
2393,shehar farid, chishtian, bahawalnagar,,"['Shehar Fareed, Bahawalnagar, Punjab, Pakistan', 0.0, 29.82306389999999, 72.76956129999999]",chishtian ci,chishtian,bahawalnagar,False,True,True,75,100,100,chishtian,bahawalnagar,True,True
2394,shehar sultan, jatoi, muzaffargarh,,"['Jatoi, Muzaffargarh, Punjab, Pakistan', 0.0, 29.5068582, 70.85361639999999]",sabaiwala,jatoi,muzaffargarh,False,True,True,20,100,100,jatoi,muzaffargarh,True,True
2395,shehbaz khel paka, mianwali, mianwali,,"['Shahbaz Khel, Mianwali, Punjab, Pakistan', 0.0, 32.6096544, 71.5304646]",shahbaz khel,mianwali,mianwali,False,True,True,75,100,100,mianwali,mianwali,True,True
2396,shehni, sialkot, sialkot,,"['Shehni Shehar, Sialkot, Punjab, Pakistan', 0.0, 32.6054585, 74.5221591]",muhammad pur,sialkot,sialkot,True,True,True,83,100,100,sialkot,sialkot,True,True
2397,sheikh ammad kehna, kasur, kasur,,"['Kasur, Punjab, Pakistan', 0.0, 31.1178653, 74.4408385]",maan,kasur,kasur,False,True,True,20,100,100,kasur,kasur,True,True
2398,sheikh fazil, burewala, vehari,,"['Sheikh Fazil, Vehari, Punjab, Pakistan', 0.0, 30.3286059, 72.7865518]",98/eb (shokh,burewala,vehari,True,True,True,83,100,100,burewala,vehari,True,True
2399,sheikh lahori, jhang, jhang,,"['Mohalla Sheikh Lahori, Jhang Sadar, Jhang, Punjab, Pakistan', 0.0, 31.2752961, 72.3070625]",hasnanah,jhang,jhang,True,True,True,85,100,100,jhang,jhang,True,True
2400,sheikhum, pattoki, kasur,,"['Shahrah-e-Quaid-e-Azam Rd, Sheikham Kalan, Kasur, Punjab, Pakistan', 0.0, 31.058462, 73.8170937]",chak no. 7,pattoki,kasur,False,True,True,38,100,100,pattoki,kasur,True,True
2401,sheli gharbi, chishtian, bahawalnagar,,"['Chishtian, Bahawalnagar, Punjab, Pakistan', 0.0, 29.79559739999999, 72.86336349999999]",chishtian ci,chishtian,bahawalnagar,False,True,True,44,100,100,chishtian,bahawalnagar,True,True
2402,sher gharh, mailsi, vehari,,"['Sher Garh Rd, Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.8134135, 72.1775376]",muhammad sha,mailsi,vehari,False,True,True,70,100,100,mailsi,vehari,True,True
2403,sher singh wala, faisalabad city, faisalabad,,"['Kokian Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.41789559999999, 73.0275553]",faisalabad c,faisalabad city,faisalabad,False,True,True,55,100,100,faisalabad city,faisalabad,True,True
2404,shirin jhangar, nankana sahib, nankana sahib,,"['Jhangar, Faisalabad, Punjab, Pakistan', 0.0, 31.2146213, 73.51891970000001]",chak no. 383,jaranwala,faisalabad,False,False,False,86,56,40,nankana sahib,sheikhupura,False,False
2405,shor kot cannt, shorkot, jhang,,"['Shorkot Cantonment, Jhang, Punjab, Pakistan', 0.0, 30.7910088, 72.23933989999999]",chak no.497/jb,shorkot,jhang,False,True,True,71,100,100,shorkot,jhang,True,True
2406,shor kot shehr, shorkot, jhang,,"['Shorkot, Jhang, Punjab, Pakistan', 0.0, 30.8335198, 72.0882938]",bhangoo,shorkot,jhang,False,True,True,86,100,100,shorkot,jhang,True,True
2407,sialkot cantt 1, sialkot, sialkot,,"['Askari-I Sialkot Cantonment, Sialkot, Punjab, Pakistan', 0.0, 32.5196616, 74.53094829999999]",parag pur,sialkot,sialkot,False,True,True,67,100,100,sialkot,sialkot,True,True
2408,sidu wala uncha, narowal, narowal,,"['Narowal, Punjab, Pakistan', 0.0, 32.1014067, 74.8799518]",bathanwala,narowal,narowal,False,True,True,43,100,100,narowal,narowal,True,True
2409,simbrrial mandi 2, sambrial, sialkot,,"['Sialkot - Wazirabad Rd, Nek Pura Rasoolpura, Sambrial, Sialkot, Punjab, Pakistan', 0.0, 32.4784449, 74.35134970000001]",sehjo kala,daska,sialkot,False,False,True,35,40,100,gujranwala saddar,sialkot,False,True
2410,sindhe khan, pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan,False,True,True,33,100,100,pakpattan,pakpattan,True,True
2411,sindho town, faisalabad city, faisalabad,,"['Sandhu Town, Faisalabad, Punjab, Pakistan', 0.0, 31.3706513, 73.0819556]",faisalabad c,faisalabad city,faisalabad,False,True,True,64,100,100,faisalabad city,faisalabad,True,True
2412,sir syed town, faisalabad city, faisalabad,,"['Sir Syed Town, Faisalabad, Punjab, Pakistan', 0.0, 31.4051477, 73.07742019999999]",faisalabad c,faisalabad city,faisalabad,True,True,True,77,100,100,faisalabad city,faisalabad,True,True
2413,siraj wala, dunyapur, lodhran,,"['Korey Wala Rd, Lodhran, Punjab, Pakistan', 0.0, 29.5172261, 71.442292]",gulab pura,lodhran,lodhran,False,False,True,50,29,100,dunyapur,lodhran,False,True
2414,sirjal, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,True,True,33,100,100,shakargarh,narowal,True,True
2415,sirjal, shaker garh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,False,True,33,80,100,shakargarh,narowal,True,True
2416,sitara colony, nashter town, lahore,,"['Sitara Colony, Lahore, Punjab, Pakistan', 0.0, 31.4471372, 74.363146]",kamahan,lahore,lahore,True,False,True,85,50,100,lahore,lahore,True,True
2417,sitara colony, lahore city, lahore,,"['Sitara Colony, Lahore, Punjab, Pakistan', 0.0, 31.4471372, 74.363146]",kamahan,lahore,lahore,True,False,True,85,100,100,lahor,lahore,False,True
2418,sobhaga shumali, sillanwali, sargodha,,"['Sobhaga, Sargodha, Punjab, Pakistan', 0.0, 31.7109618, 72.3991831]",sillanwali,sillanwali,sargodha,False,True,True,86,100,100,sillanwali,sargodha,True,True
2419,sodeewal, lahore city, lahore,,"['Sodiwal Sodhiwal, Lahore, Punjab 54000, Pakistan', 0.0, 31.5350339, 74.28688679999999]",pakki thatti,lahore,lahore,False,False,True,62,100,100,lahor,lahore,False,True
2420,sohawa dilwana, mandi bahauddin, mandi bahauddin,,"[', Punjab, Pakistan', 0.0, 32.54640510000001, 73.46675429999999]",bhikhi,mandi bahauddin,mandi bahauddin,False,True,True,0,100,100,mandi bahauddin,mandi bahauddin,True,True
2421,sohdara 1, wazirabad, gujranwala,,"['Sohdra, Gujranwala, Punjab, Pakistan', 0.0, 32.465509, 74.18564719999999]",sondra,wazirabad,gujranwala,False,True,True,83,100,100,wazirabad,gujranwala,True,True
2422,sohdiwal uc, samanabad town, lahore,,"['Ghazali Rd, Samanabad, Samanabad Town, Lahore, Punjab 54570, Pakistan', 0.0, 31.5346277, 74.30440260000002]",shah kamal,lahore,lahore,False,False,True,42,17,100,lahore,lahore,True,True
2423,solghan awan, hafizabad, hafizabad,,"['Hafizabad, Punjab, Pakistan', 0.0, 32.0711858, 73.68947179999999]",hafizabad -,hafizabad,hafizabad,False,True,True,33,100,100,hafizabad,hafizabad,True,True
2424,son miani, rojhan, rajanpur,,"['Miani, Sargodha, Punjab, Pakistan', 0.0, 32.5277332, 73.0715178]",chak saida,bhalwal,sargodha,False,False,False,80,29,25,rojhan,rajanpur,False,False
2425,sub khatar, taxila, rawalpindi,,"['Kot Najeebullah Road, Taxila, Rawalpindi, Punjab, Pakistan', 0.0, 33.7468559, 72.80421179999999]",None,taxila tehsil,rawalpindi,False,False,True,30,86,100,taxila tehsil,rawalpindi,True,True
2426,sui cheeman, gujar khan, rawalpindi,,"['Sui Cheemian, Rawalpindi, Punjab, Pakistan', 0.0, 33.3707703, 73.4312805]",None,gujar khan tehsil,rawalpindi,False,False,True,82,91,100,gujar khan tehsil,rawalpindi,True,True
2427,sujha abad 1, shujabad, multan,,"['Shujaabād, Multan, Punjab, Pakistan', 0.0, 29.8717091, 71.3230549]",basti mithu,shujabad,multan,False,True,True,67,100,100,shujabad,multan,True,True
2428,sujha abad 2, shujabad, multan,,"['Street 2, Bodla Colony Shujaabād, Multan, Punjab, Pakistan', 0.0, 29.8815581, 71.300871]",basti mithu,shujabad,multan,False,True,True,25,100,100,shujabad,multan,True,True
