,UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape,UC Match with Returned Address in Google API,Tehsil Match,District Match,fuzzyUC,fuzzyTehsil,fuzzyDistrict,Manaual Tehsil,Manaual District,crossMatchTehsil,crossMatchDistrict
119,bahawalpur city 15, bahawalpur, bahawalpur,,"['Stadium Road, Old City Bahawalpur, Bahawalpur, Punjab 63100, Pakistan', 0.0, 29.4027703, 71.6827608]",khanu wali,bahawalpur,bahawalpur,False,True,True,25,100,100,bahawalpur,bahawalpur,True,True
120,bahawalpur city 16, bahawalpur, bahawalpur,,"['Model Town C Bahawalpur, Punjab 63100, Pakistan', 0.0, 29.403454, 71.670617]",khanu wali,bahawalpur,bahawalpur,False,True,True,50,100,100,bahawalpur,bahawalpur,True,True
121,bahawalpur city 17, bahawalpur, bahawalpur,,"['Kanjo Chowk, Near PTCL Exchange, 17 Rafi Qamar Road, Satellite Town, Bahawalpur, Punjab 63100, Pakistan', 0.0, 29.3915196, 71.71003379999999]",chak no 012/bc,bahawalpur,bahawalpur,False,True,True,27,100,100,bahawalpur,bahawalpur,True,True
122,bahawalpur city 18, bahawalpur, bahawalpur,,"['Bahawalpur, Punjab, Pakistan', 0.0, 29.35435, 71.69106599999999]",chak no 012/bc,bahawalpur,bahawalpur,False,True,True,90,100,100,bahawalpur,bahawalpur,True,True
123,bahawalpur city 2, bahawalpur, bahawalpur,,"['Street # 2, Cheema Town 2, Bahawalpur, Punjab, Pakistan', 0.0, 29.3884176, 71.64227509999999]",raman,bahawalpur,bahawalpur,False,True,True,40,100,100,bahawalpur,bahawalpur,True,True
124,bahawalpur city 3, bahawalpur, bahawalpur,,"['Bobby plaza Circular Rd, Bahawalpur, Punjab, 63100, Pakistan', 0.0, 29.393064, 71.682518]",raman,bahawalpur,bahawalpur,False,True,True,29,100,100,bahawalpur,bahawalpur,True,True
125,bahawalpur city 4, bahawalpur, bahawalpur,,"['Gulzar-e-Sadiq Road, Model Town, Bahawalpur, Punjab, Pakistan', 0.0, 29.3890663, 71.665713]",raman,bahawalpur,bahawalpur,False,True,True,24,100,100,bahawalpur,bahawalpur,True,True
126,bahawalpur city 5, bahawalpur, bahawalpur,,"['Stadium Road, Old City Bahawalpur, Bahawalpur, Punjab 63100, Pakistan', 0.0, 29.4027703, 71.6827608]",khanu wali,bahawalpur,bahawalpur,False,True,True,25,100,100,bahawalpur,bahawalpur,True,True
127,bahawalpur city 6, bahawalpur, bahawalpur,,"['Bahawalpur Yazman Rd, Bahawalpur Cantt, Bahawalpur, Punjab 63100, Pakistan', 0.0, 29.3754635, 71.6922625]",chak no 012/bc,bahawalpur,bahawalpur,False,True,True,59,100,100,bahawalpur,bahawalpur,True,True
128,bahawalpur city 7, bahawalpur, bahawalpur,,"['Yazman Rd, Anwarabad Colony, Bahawalpur, Punjab 63100, Pakistan', 0.0, 29.387457, 71.6919182]",raman,bahawalpur,bahawalpur,False,True,True,22,100,100,bahawalpur,bahawalpur,True,True
129,bahawalpur city 8, bahawalpur, bahawalpur,,"['beaconhouse school system near Bahawalpur, Punjab، Pakistan', 0.0, 29.3906996, 71.6576077]",raman,bahawalpur,bahawalpur,False,True,True,53,100,100,bahawalpur,bahawalpur,True,True
130,bahawalpur city 9, bahawalpur, bahawalpur,,"['Bahawalpur, Punjab, Pakistan', 0.0, 29.35435, 71.69106599999999]",chak no 012/bc,bahawalpur,bahawalpur,False,True,True,90,100,100,bahawalpur,bahawalpur,True,True
131,bahloki kalan, nowshera virkan, gujranwala,,"['Nowshera Virkan, Gujranwala, Punjab, Pakistan', 0.0, 31.96295739999999, 73.97418739999999]",kartar pur m,naushera virkan,gujranwala,False,False,True,38,87,100,naushera virkan,gujranwala,True,True
132,bahu man, sheikhupura, sheikhupura,,"['Bahuman, Sheikhupura, Punjab, Pakistan', 0.0, 31.6093416, 73.9470036]",baharianwala,sheikhupura,sheikhupura,False,True,True,86,100,100,sheikhupura,sheikhupura,True,True
133,bajar, khushab, khushab,,"['Home street Bijar, Khushāb, Khushab, Punjab, Pakistan', 0.0, 32.2581016, 72.048828]",bijjar,quaidabad,khushab,False,False,True,60,38,100,khushab,khushab,False,True
134,bajnial, rawalpindi, rawalpindi,,"['Bijnial Rd, University Town, Bijnial, Rawalpindi, Punjab, Pakistan', 0.0, 33.5731138, 72.88849689999999]",None,rawalpindi tehsil,rawalpindi,False,False,True,71,91,100,rawalpindi tehsil,rawalpindi,True,True
135,bajra gharhi, pasrur, sialkot,,"['Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2625241, 74.6576091]",pasroor - 2,pasrur,sialkot,False,True,True,33,100,100,pasrur,sialkot,True,True
136,bakar mandi uc, allam iqbal town, lahore,,"['Kot Kamboh, Lahore, Punjab 54000, Pakistan', 0.0, 31.5362106, 74.2685504]",bakar mandi,lahore,lahore,False,False,True,20,33,100,lahore,lahore,True,True
137,bakar mandi uc, allama iqbal town, lahore,,"['Kot Kamboh, Lahore, Punjab 54000, Pakistan', 0.0, 31.5362106, 74.2685504]",bakar mandi,lahore,lahore,False,False,True,20,33,100,lahore,lahore,True,True
138,bakhri ahmad khan, leiah, leiah,,"['Layyah, Punjab, Pakistan', 0.0, 30.9693492, 70.94279139999999]",kotla haji shah,layyah,layyah,False,False,False,33,50,50,layyah,layyah,True,True
139,balal park, lahore city, lahore,,"['Bilal Masjid Park, Sector D2 Sector D 2 Block 1 Green Town, Lahore, Punjab, Pakistan', 0.0, 31.4330027, 74.303045]",chandrai,lahore,lahore,False,False,True,50,100,100,lahor,lahore,False,True
140,balgan, pasrur, sialkot,,"['Balagan, Sialkot, Punjab, Pakistan', 0.0, 32.2794457, 74.6993207]",pasroor - 1,pasrur,sialkot,False,True,True,83,100,100,pasrur,sialkot,True,True
141,balgan, pasrur, narowal,,"['Balgan, Sialkot, Punjab, Pakistan', 0.0, 32.4254617, 74.33675219999999]",adamke cheem,daska,sialkot,True,False,False,83,40,29,pasrur,narowal,False,False
142,bali wala, multan saddar, multan,,"['Lal Kurti Iqbal Town (Lal Kurti), Multan, Punjab, Pakistan', 0.0, 30.1893487, 71.4404718]",rangeel pur,multan city,multan,False,False,True,44,64,100,multan saddar,multan,False,True
143,ballagan, sambrial, sialkot,,"['Ballagan, Sialkot, Punjab, Pakistan', 0.0, 32.4254617, 74.33675219999999]",adamke cheem,daska,sialkot,True,False,True,88,40,100,gujranwala saddar,sialkot,False,True
144,baloki, lahore cantt, lahore,,"['Lahore Cantt, Lahore, Punjab, Pakistan', 0.0, 31.53204, 74.4525627]",bhangali,lahore,lahore,False,False,True,33,100,100,lahore,lahore,True,True
145,baloki, lahore city, lahore,,"['Balloki, Kasur, Punjab, Pakistan', 0.0, 31.189725, 73.8801301]",phool nagar,pattoki,kasur,False,False,False,83,29,40,lahor,lahore,False,False
146,baloksar, chakwal, chakwal,,"['Balkasar, Chakwal, Punjab, Pakistan', 0.0, 32.93794860000001, 72.6476393]",balkassar,chakwal,chakwal,False,True,True,75,100,100,chakwal,chakwal,True,True
147,ban, murree, rawalpindi,,"['Murree, Rawalpindi, Punjab, Pakistan', 0.0, 33.9069576, 73.3943017]",None,murree tehsil,rawalpindi,False,False,True,0,86,100,murree tehsil,rawalpindi,True,True
148,banda, rawalpindi, rawalpindi,,"['Rawalpindi, Punjab, Pakistan', 0.0, 33.5305251, 73.0042091]",dhamial,rawalpindi tehsil,rawalpindi,False,False,True,40,91,100,rawalpindi tehsil,rawalpindi,True,True
149,bangali, lahore city, lahore,,[],Not Found,Not Found,Not Found,False,False,False,-1,22,29,lahor,lahore,False,False
150,bangash colony, rawalpindi, rawalpindi,,"['Pirwadhai, Rawalpindi, Punjab, Pakistan', 0.0, 33.6343246, 73.0389122]",dhoke mangtal,rawalpindi tehsil,rawalpindi,False,False,True,22,91,100,rawalpindi tehsil,rawalpindi,True,True
151,bangla sherien, rahim yar khan, rahim yar khan,,"['Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.4211565, 70.2988744]",rahim yar khan,rahim yar khan,rahim yar khan,False,True,True,36,100,100,rahim yar khan,rahim yar khan,True,True
152,bankey cheema, wazirabad, gujranwala,,"['Banke Cheema, Gujranwala, Punjab, Pakistan', 0.0, 32.2890244, 74.090226]",benka cheema,wazirabad,gujranwala,False,True,True,83,100,100,wazirabad,gujranwala,True,True
153,banni, rawalpindi, rawalpindi,,"['Banni, Rawalpindi, Punjab 46000, Pakistan', 0.0, 33.6210452, 73.0645085]",waris khan,rawalpindi tehsil,rawalpindi,True,False,True,80,91,100,rawalpindi tehsil,rawalpindi,True,True
154,banwala, ahmadpur east, bahawalpur,,"['Ahmedpur East, Bahawalpur, Punjab, Pakistan', 0.0, 29.1459, 71.2517835]",mehrabwala,ahmadpur east,bahawalpur,False,True,True,14,100,100,ahmadpur east,bahawalpur,True,True
155,baoowala, faisalabad city, faisalabad,,"['Baoo Wala Park View CHS, Lahore, Punjab, Pakistan', 0.0, 31.5294347, 74.4371745]",cantonment,lahore,lahore,False,False,False,75,33,33,faisalabad city,faisalabad,False,False
156,baran, shakargarh, narowal,,"['Baran, Narowal, Punjab, Pakistan', 0.0, 32.3540602, 75.1705897]",kulah,shakargarh,narowal,True,True,True,80,100,100,shakargarh,narowal,True,True
157,barasajwar khan, bahawalnagar, bahawalnagar,,"['Bahawalnagar District, Bahawalnagar, Punjab, Pakistan', 0.0, 30.0024888, 73.2411506]",kabootri,minchinabad,bahawalnagar,False,False,True,40,36,100,bahawalnagar,bahawalnagar,False,True
158,bariat (chak bawa), depalpur, okara,,"['Chak Bawa, Okara, Punjab, Pakistan', 0.0, 30.4370898, 73.7029158]",nahal mahar,depalpur,okara,False,True,True,78,100,100,depalpur,okara,True,True
159,barila sharif, gujrat, gujrat,,"['Barilla Sharif, Gujrat, Punjab, Pakistan', 0.0, 32.7507408, 74.39100189999999]",moolgarh,sialkot,sialkot,False,False,False,85,29,29,gujrat,gujrat,False,False
160,barj atari, ferozewala, sheikhupura,,"['Burj Attari, Sheikhupura, Punjab, Pakistan', 0.0, 31.5731184, 74.1956998]",dhameke,ferozewala,sheikhupura,False,True,True,70,100,100,ferozewala,sheikhupura,True,True
161,barkat pura, faisalabad city, faisalabad,,"['Barkat Pura Waris Pura, Faisalabad, Punjab, Pakistan', 0.0, 31.3795961, 73.08848669999999]",faisalabad c,faisalabad city,faisalabad,True,True,True,82,100,100,faisalabad city,faisalabad,True,True
162,baro, gujrat, gujrat,,"['Mall of Gujrat, Opp. Science College, G.T Road, Gujrat 50700, Allah Loke Colony, Gujrat, Punjab 50700, Pakistan', 0.0, 32.5763844, 74.0653224]",saroki,gujrat,gujrat,False,True,True,25,100,100,gujrat,gujrat,True,True
163,barthi taman bazdar, d.g khan (tribal area), dera ghazi khan,,"['Barthi, Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.552308, 70.3648974]",barthi,de-excluded area d.g khan,dera ghazi khan,False,False,True,83,39,100,dera ghazi khan,dera ghazi khan,False,True
164,basali, rawalpindi, rawalpindi,,"['Bassali, Rawalpindi, Punjab, Pakistan', 0.0, 33.39627420000001, 73.1371733]",None,rawalpindi tehsil,rawalpindi,False,False,True,83,91,100,rawalpindi tehsil,rawalpindi,True,True
165,bashandot, kallar sayaddan, rawalpindi,,"['Tehsil Kallar Syedan, Rawalpindi, Punjab, Pakistan', 0.0, 33.4126922, 73.48872879999999]",None,kahuta tehsil,rawalpindi,False,False,True,33,38,100,kahuta tehsil,rawalpindi,True,True
166,basir pur 1, depalpur, okara,,"['Basīrpur, Okara, Punjab, Pakistan', 0.0, 30.5779666, 73.8360251]",bhaun manzeb,depalpur,okara,False,True,True,75,100,100,depalpur,okara,True,True
167,basir pur 2, depalpur, okara,,"['Basīrpur, Okara, Punjab, Pakistan', 0.0, 30.5779666, 73.8360251]",bhaun manzeb,depalpur,okara,False,True,True,75,100,100,depalpur,okara,True,True
168,basti randan, jampur, rajanpur,,"['Jampur, Rajanpur, Punjab, Pakistan', 0.0, 29.6459464, 70.59193570000001]",kotla dewan,jampur,rajanpur,False,True,True,33,100,100,jampur,rajanpur,True,True
169,batail ganj, pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan,False,True,True,44,100,100,pakpattan,pakpattan,True,True
170,batala colony, faisalabad city, faisalabad,,"['Batala Colony Faisalabad, Punjab, Pakistan', 0.0, 31.4004164, 73.103979]",faisalabad c,faisalabad city,faisalabad,True,True,True,85,100,100,faisalabad city,faisalabad,True,True
171,bawa chak, faisalabad city, faisalabad,,"['Bawa Chack 120 JB, Faisalabad, Punjab, Pakistan', 0.0, 31.4776449, 73.0803713]",chak no. 195,faisalabad saddar,faisalabad,False,False,True,78,69,100,faisalabad city,faisalabad,False,True
172,bazaid pur, kasur, kasur,,"['Bazidpur, Kasur, Punjab, Pakistan', 0.0, 31.01405029999999, 74.4716129]",huseen khane,kasur,kasur,False,True,True,75,100,100,kasur,kasur,True,True
173,begowala, sambrial, sialkot,,"['Begowala, Sialkot, Punjab, Pakistan', 0.0, 32.4373933, 74.2678169]",gojra,daska,sialkot,True,False,True,88,40,100,gujranwala saddar,sialkot,False,True
174,begowala (partly), sambrial, sialkot,,"['Begowala, Sialkot, Punjab, Pakistan', 0.0, 32.4373933, 74.2678169]",gojra,daska,sialkot,False,False,True,88,40,100,gujranwala saddar,sialkot,False,True
175,begum kot, lahore city, lahore,,"['Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan', 0.0, 31.6166787, 74.26708339999999]",kot begum,lahore,lahore,True,False,True,78,100,100,lahor,lahore,False,True
176,begum kot, ravi town, lahore,,"['Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan', 0.0, 31.6166787, 74.26708339999999]",kot begum,lahore,lahore,True,False,True,78,17,100,lahore,lahore,True,True
177,behal dagar, bhakkar, bhakkar,,"['Behal, Layyah, Punjab, Pakistan', 0.0, 31.4148785, 71.0081746]",behal,bhakkar,bhakkar,False,True,True,80,100,100,bhakkar,bhakkar,True,True
178,behrh wal kalan, pattoki, kasur,,"['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0249373, 73.8479128]",chak 13,chunian,kasur,False,False,True,29,14,100,pattoki,kasur,False,True
179,belawala, jatoi, muzaffargarh,,"['Jatoi, Muzaffargarh, Punjab, Pakistan', 0.0, 29.5068582, 70.85361639999999]",sabaiwala,jatoi,muzaffargarh,False,True,True,20,100,100,jatoi,muzaffargarh,True,True
180,beroon kamalia, kamalia, toba tek singh,,"['Kamalia, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7221821, 72.64468289999999]",kamalia town,kamalia,toba tek singh,False,True,True,86,100,100,kamalia,toba tek singh,True,True
181,beroon khudian, kasur, kasur,,"['Khudian - Kasur, Kasur, Punjab, Pakistan', 0.0, 31.1260412, 74.4143946]",kasur-2,kasur,kasur,False,True,True,43,100,100,kasur,kasur,True,True
182,besa, sarai alamgir, gujrat,,"['Sarai Alamgir, Gujrat, Punjab, Pakistan', 0.0, 32.9084868, 73.7654367]",sarai alamgi,sarai alamgir,gujrat,False,True,True,25,100,100,sarai alamgir,gujrat,True,True
183,beur, kahuta, rawalpindi,,"['Kahuta, Rawalpindi, Punjab, Pakistan', 0.0, 33.5896138, 73.3885526]",None,kahuta tehsil,rawalpindi,False,False,True,25,86,100,kahuta tehsil,rawalpindi,True,True
184,bewal, gujar khan, rawalpindi,,"['Bewal, Rawalpindi, Punjab, Pakistan', 0.0, 33.338309, 73.448222]",None,gujar khan tehsil,rawalpindi,True,False,True,80,91,100,gujar khan tehsil,rawalpindi,True,True
185,bhabhabrana, jhang, jhang,,"['Jhang, Punjab, Pakistan', 0.0, 31.27806829999999, 72.3316761]",civil station,jhang,jhang,False,True,True,40,100,100,jhang,jhang,True,True
186,bhadanah, gujar khan, rawalpindi,,"['Bhadana, Rawalpindi, Punjab, Pakistan', 0.0, 33.2897639, 73.3576065]",None,gujar khan tehsil,rawalpindi,False,False,True,86,91,100,gujar khan tehsil,rawalpindi,True,True
187,bhagat pura, lahore city, lahore,,"['Bhagat Pura Bhagatpura, Lahore, Punjab, Pakistan', 0.0, 31.60418949999999, 74.3521356]",gujjar pura,lahore,lahore,True,False,True,82,100,100,lahor,lahore,False,True
188,bhagat pura, shalimar town, lahore,,"['Shalimar Bagh, Shalimar Chowk, Grand Trunk Road, Lahore, 54000, Pakistan', 0.0, 31.5855486, 74.3824473]",angori bagh,lahore,lahore,False,False,True,45,50,100,lahore,lahore,True,True
189,bhago wal, sialkot, sialkot,,"['Bhagowal, Sialkot, Punjab, Pakistan', 0.0, 32.4370003, 74.6707823]",badiana,pasrur,sialkot,False,False,True,88,17,100,sialkot,sialkot,False,True
190,bhakhi sharif, mandi bahauddin, mandi bahauddin,,"['Bhikhi Sharif, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4970903, 73.42096769999999]",kadhar,mandi bahauddin,mandi bahauddin,False,True,True,77,100,100,mandi bahauddin,mandi bahauddin,True,True
191,bhalwal -i, bhalwal, sargodha,,"['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]",8 nb,bhalwal,sargodha,False,True,True,86,100,100,bhalwal,sargodha,True,True
192,bhalwal -ii, bhalwal, sargodha,,"['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]",8 nb,bhalwal,sargodha,False,True,True,86,100,100,bhalwal,sargodha,True,True
193,bhalwal -iii, bhalwal, sargodha,,"['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]",8 nb,bhalwal,sargodha,False,True,True,86,100,100,bhalwal,sargodha,True,True
194,bhalwal -iv, bhalwal, sargodha,,"['Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.275141, 72.9047136]",8 nb,bhalwal,sargodha,False,True,True,86,100,100,bhalwal,sargodha,True,True
195,bhaman, lahore city, lahore,,"['Bhaman Lahore, Punjab, Pakistan', 0.0, 31.5872166, 74.52728619999999]",minhala,lahore,lahore,True,False,True,83,100,100,lahor,lahore,False,True
196,bhaman, ravi town, lahore,,"['Bhaman Lahore, Punjab, Pakistan', 0.0, 31.5872166, 74.52728619999999]",minhala,lahore,lahore,True,False,True,83,17,100,lahore,lahore,True,True
197,bhamman uc, ravi town, lahore,,"['Kacha Ravi Rd, Daata Ganj Bakhsh Town, Lahore, Punjab, Pakistan', 0.0, 31.58886, 74.3044546]",bilal ganj,lahore,lahore,False,False,True,40,17,100,lahore,lahore,True,True
198,bhar thanwala, daska, sialkot,,"['Daska, Sialkot, Punjab, Pakistan', 0.0, 32.3362936, 74.36751679999999]",akbar,daska,sialkot,False,True,True,40,100,100,daska,sialkot,True,True
199,bharoki cheema, wazirabad, gujranwala,,"['Bharoke Cheema Rd, Wazirabad, Gujranwala, Punjab, Pakistan', 0.0, 32.4238325, 74.10530659999999]",ghaga miter,wazirabad,gujranwala,False,True,True,79,100,100,wazirabad,gujranwala,True,True
200,bhasin, lahore cantt, lahore,,"['Bhasin Lahore, Punjab, Pakistan', 0.0, 31.6371859, 74.5038469]",bhaseen,lahore,lahore,True,False,True,83,100,100,lahore,lahore,True,True
201,bhasin, wahga town, lahore,,"['Bhasin, Lahore, Punjab, Pakistan', 0.0, 31.6371859, 74.5038469]",bhaseen,lahore,lahore,True,False,True,83,33,100,lahore,lahore,True,True
202,bhata muhabat, depalpur, okara,,"['Bhata, Rawalpindi, Punjab, Pakistan', 0.0, 33.4211062, 73.30159739999999]",None,gujar khan tehsil,rawalpindi,False,False,False,80,33,33,depalpur,okara,False,False
203,bhatarta, sialkot, sialkot,,"['Sialkot, Punjab, Pakistan', 0.0, 32.4944991, 74.5228916]",hundal,sialkot,sialkot,False,True,True,29,100,100,sialkot,sialkot,True,True
204,bhathian, kotli sattian, rawalpindi,,"['Kotli Sattian, Rawalpindi, Punjab, Pakistan', 0.0, 33.8081622, 73.5255463]",None,kotli sattian tehsil,rawalpindi,False,False,True,62,93,100,kotli sattian tehsil,rawalpindi,True,True
205,bhati gate, lahore city, lahore,,"['Qadimi Shehr Kucha Faqirkhana Walled City, Lahore, Punjab 54000, Pakistan', 0.0, 31.5790041, 74.30891129999999]",anarkali,lahore,lahore,False,False,True,40,100,100,lahor,lahore,False,True
206,bhatti bhango, gujranwala, gujranwala,,"['Bhatti Bhango, Gujranwala, Punjab, Pakistan', 0.0, 32.2326646, 74.3088879]",talwandi mus,gujranwala saddar,gujranwala,True,False,True,85,91,100,gujranwala city,gujranwala,False,True
207,bhatti bhango, nandi pur town, gujranwala,,"['Nandipur, Gujranwala, Punjab, Pakistan', 0.0, 32.2563141, 74.2637827]",bhatti bango,gujranwala saddar,gujranwala,False,False,True,25,27,100,gujranwala saddar,gujranwala,True,True
208,bhattian, burewala, vehari,,"['Burewala, Vehari, Punjab, Pakistan', 0.0, 30.15928389999999, 72.694262]",257/eb,burewala,vehari,False,True,True,25,100,100,burewala,vehari,True,True
209,bheeri khord, shaker garh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,False,True,36,80,100,shakargarh,narowal,True,True
210,bheeri khord, shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal,False,True,True,36,100,100,shakargarh,narowal,True,True
211,bhela gulab singha, depalpur, okara,,"['Bhela, Pakpattan, Punjab, Pakistan', 0.0, 30.3432936, 73.5667744]",pir ghani,pakpattan,pakpattan,False,False,False,80,33,50,depalpur,okara,False,False
212,bhera -i, bhalwal, sargodha,,"['Bhera, Sargodha, Punjab, Pakistan', 0.0, 32.4770072, 72.91357339999999]",hazur pur,bhalwal,sargodha,False,True,True,80,100,100,bhalwal,sargodha,True,True
213,bhera -ii, bhalwal, sargodha,,"['Bhera, Sargodha, Punjab, Pakistan', 0.0, 32.4770072, 72.91357339999999]",hazur pur,bhalwal,sargodha,False,True,True,80,100,100,bhalwal,sargodha,True,True
